0	1	2	3
HopBP1e 	267	341	C-terminal_1
HopBR1a 	1	80	IDP_1
HopBR1a 	81	133	IDP_2
HopBS1a 	1	52	IDP_1
HopD1b 	1	80	N-terminal_1
HopD1b 	81	160	N-terminal_2
HopD1b 	161	218	N-terminal_3
HopD1f 	1	80	N-terminal_1
HopD1h 	1	42	N-terminal_1
HopD1k 	1	37	N-terminal_1
HopD1k 	136	177	C-terminal_1
HopD2e 	152	185	C-terminal_1
HopD2h 	157	187	C-terminal_1
HopF1f 	1	33	N-terminal_1
HopF1f 	117	147	Middle_1
HopF1n 	1	37	N-terminal_1
HopF1o 	1	36	N-terminal_1
HopF1t 	1	36	N-terminal_1
HopF1v 	1	69	N-terminal_1
HopF3b 	1	80	IDP_1
HopF3c 	1	34	N-terminal_1
HopG1e 	1	80	IDP_1
HopG1f 	1	78	IDP_1
HopG1g 	1	63	N-terminal_1
HopI1i 	180	259	Middle_1
HopI1i 	260	339	Middle_2
HopI1i 	340	412	Middle_3
HopI1k 	178	257	Middle_1
HopI1m 	177	256	Middle_1
HopI1m 	257	336	Middle_2
HopI1m 	337	416	Middle_3
HopI1s 	179	258	Middle_1
HopI1s 	259	338	Middle_2
HopI1s 	339	415	Middle_3
HopK1c 	1	80	N-terminal_1
HopK1c 	81	154	N-terminal_2
HopM1aa 	1	80	N-terminal_1
HopM1ab 	1	59	N-terminal_1
HopM1ab 	556	635	C-terminal_1
HopM1ab 	636	715	C-terminal_2
HopM1ab 	716	760	C-terminal_3
HopM1ac 	86	162	C-terminal_1
HopM1ad 	1	60	N-terminal_1
HopM1ad 	556	635	C-terminal_1
HopM1ad 	636	715	C-terminal_2
HopM1ad 	716	795	C-terminal_3
HopM1ae 	1	60	N-terminal_1
HopM1i 	1	61	IDP_1
HopM1l 	1	80	N-terminal_1
HopM1l 	264	294	C-terminal_1
HopM1w 	598	656	C-terminal_1
HopN1b 	1	31	N-terminal_1
HopO1e 	1	54	IDP_1
HopO1g 	1	80	N-terminal_1
HopO1g 	81	146	N-terminal_2
HopQ1d 	1	56	N-terminal_1
HopR1d 	1	62	N-terminal_1
HopR1d 	1216	1295	C-terminal_1
HopR1e 	1	61	N-terminal_1
HopR1e 	1681	1715	Middle_1
HopR1h 	1	64	N-terminal_1
HopV1a 	1	80	N-terminal_1
HopW1d 	1	39	N-terminal_1
HopW1g 	1	41	N-terminal_1
HopW1g 	279	353	Middle_1
HopW1g 	674	753	C-terminal_1
HopW1l 	1	33	N-terminal_1
HopW1r 	1	50	N-terminal_1
HopW1s 	1	36	N-terminal_1
HopW1s 	791	870	C-terminal_1
HopW1s 	871	905	C-terminal_2
HopW1u 	1	80	N-terminal_1
HopW1u 	749	828	C-terminal_1
HopW1u 	829	908	C-terminal_2
HopW1u 	909	973	C-terminal_3
HopX1f 	45	92	Middle_1
HopX1f 	134	213	C-terminal_1
HopX1h 	1	80	N-terminal_1
HopX1h 	81	160	N-terminal_2
HopX1j 	1	80	IDP_1
HopX1j 	81	160	IDP_2
HopX1j 	161	240	IDP_3
HopX1j 	241	320	IDP_4
HopX1j 	321	382	IDP_5
HopX1k 	1	80	N-terminal_1
HopX1k 	81	157	N-terminal_2
HopY1e 	106	185	Middle_1
HopY1e 	186	220	Middle_2
HopZ1f 	1	59	IDP_1
HopZ1h 	1	49	N-terminal_1
HopZ1h 	247	326	C-terminal_1
HopZ1h 	327	369	C-terminal_2
HopZ1k 	1	80	IDP_1
HopZ5a 	1	44	N-terminal_1
HopZ5a 	252	331	C-terminal_1
HopZ5b 	1	44	N-terminal_1
HopZ5b 	283	346	C-terminal_1
AvrB1b 	1	31	N-terminal_1
P93002	557	593	C-terminal_1
F4KG14	1	41	N-terminal_1
F4KG14	949	1022	middle_1
