0	1	2	3
Q4VCM1	1	32	IDR_1
F4J0E6	1	80	IDR_1
F4J0E6	81	160	IDR_2
F4J0E6	161	240	IDR_3
F4J0E6	241	320	IDR_4
F4J0E6	321	400	IDR_5
F4J0E6	401	480	IDR_6
F4J0E6	481	560	IDR_7
F4J0E6	561	640	IDR_8
F4J0E6	641	674	IDR_9
F4JHZ4	1	38	IDR_1
F4KE84	1	80	IDR_1
F4KE84	81	111	IDR_2
F4K6Z1	513	592	IDR_1
F4K6Z1	593	638	IDR_2
Q9C557	64	97	IDR_1
O22173	630	662	IDR_1
P27450	374	419	IDR_1
Q84VQ0	1	48	IDR_1
F4JJT9	1	65	IDR_1
F4IPJ1	3214	3293	IDR_1
O48700	359	418	IDR_1
Q9ZT48	1	32	IDR_1
F4HSB6	1	62	IDR_1
Q940Q1	1	42	IDR_1
Q9SB33	1	32	IDR_1
Q9ZSM8	1	80	IDR_1
Q9ZSM8	81	113	IDR_2
Q9S7C9	245	311	IDR_1
Q9C911	253	332	IDR_1
Q9C911	333	412	IDR_2
Q9C911	413	492	IDR_3
Q9C911	493	572	IDR_4
Q9C911	573	630	IDR_5
F4I7J9	964	1043	IDR_1
F4I7J9	1044	1080	IDR_2
A0A1P8AYJ3	1	80	IDR_1
Q9LS96	122	162	IDR_1
Q9LX13	1	62	IDR_1
O64793	784	818	IDR_1
Q9FHB7	1	80	IDR_1
Q9FHB7	81	160	IDR_2
Q9FHB7	161	240	IDR_3
Q9FHB7	241	320	IDR_4
Q9FHB7	321	400	IDR_5
Q9FHB7	401	438	IDR_6
Q9SZZ8	1	74	IDR_1
O04209	1	80	IDR_1
Q9SUI5	1	80	IDR_1
Q9SUI5	81	130	IDR_2
Q9SBB2	78	157	IDR_1
Q8VY05	1	80	IDR_1
Q8VY05	81	115	IDR_2
F4IGA5	519	588	IDR_1
Q9SNA0	397	476	IDR_1
Q9SH55	1	80	IDR_1
Q9SH55	81	160	IDR_2
Q9SH55	161	240	IDR_3
Q9SH55	241	320	IDR_4
Q9SH55	321	400	IDR_5
Q9SH55	401	480	IDR_6
Q9SH55	481	560	IDR_7
Q9SH55	561	640	IDR_8
Q1PDZ3	267	346	IDR_1
F4IXN6	1	80	IDR_1
F4IXN6	81	160	IDR_2
F4IXN6	161	240	IDR_3
F4IXN6	241	320	IDR_4
F4IXN6	321	360	IDR_5
Q9FL17	154	229	IDR_1
Q56Y59	1	75	IDR_1
Q9LJM6	352	431	IDR_1
Q8VY10	860	907	IDR_1
Q9LYV5	185	244	IDR_1
Q9FXH7	1	80	IDR_1
Q9LPT3	1	34	IDR_1
Q9LV71	1	80	IDR_1
Q9LV71	81	142	IDR_2
Q9SY06	1	80	IDR_1
Q9SY06	81	160	IDR_2
Q9SY06	161	240	IDR_3
Q9SY06	241	271	IDR_4
Q940B8	1	80	IDR_1
Q940B8	81	160	IDR_2
Q940B8	161	226	IDR_3
Q9LRZ0	190	269	IDR_1
Q9LRZ0	270	338	IDR_2
Q67Y48	39	105	IDR_1
Q9FN93	494	567	IDR_1
Q93YN0	1	80	IDR_1
F4IG73	1398	1477	IDR_1
Q8VWJ2	1	80	IDR_1
Q8VWJ2	81	160	IDR_2
Q9FWY9	1	75	IDR_1
F4KEW8	103	182	IDR_1
F4KEW8	183	239	IDR_2
F4IP61	334	413	IDR_1
F4IP61	414	493	IDR_2
Q9FF84	465	511	IDR_1
Q9LXX9	1	34	IDR_1
O64725	1	72	IDR_1
B7ZWR6	233	312	IDR_1
B7ZWR6	313	392	IDR_2
B7ZWR6	393	444	IDR_3
Q9LZ59	338	385	IDR_1
Q8LFD3	165	244	IDR_1
F4KI00	1	80	IDR_1
F4KI00	81	122	IDR_2
Q9SD02	1	80	IDR_1
Q9C6L1	1	46	IDR_1
F4IG73	1773	1852	IDR_1
F4IG73	1853	1911	IDR_2
Q9CAA0	844	920	IDR_1
Q0IGM5	125	204	IDR_1
Q0IGM5	205	247	IDR_2
Q5XVB0	1	80	IDR_1
Q5XVB0	81	160	IDR_2
Q5XVB0	161	240	IDR_3
Q5XVB0	241	320	IDR_4
Q5XVB0	321	388	IDR_5
Q93ZH7	243	322	IDR_1
Q93ZH7	323	402	IDR_2
Q93ZH7	403	461	IDR_3
Q8GW24	72	151	IDR_1
Q8GW24	152	207	IDR_2
Q9ZP59	1	54	IDR_1
B3H670	1	57	IDR_1
Q9FHG4	276	308	IDR_1
Q9FEP7	1	33	IDR_1
Q700E3	1	79	IDR_1
Q94CA0	337	373	IDR_1
Q8VYW7	301	380	IDR_1
Q8VYW7	381	449	IDR_2
Q9C827	828	907	IDR_1
Q6NLB7	1	80	IDR_1
A0A1P8B1Y9	1	80	IDR_1
A0A1P8B1Y9	81	117	IDR_2
F4IYH6	837	916	IDR_1
F4IYH6	917	994	IDR_2
F4JAF4	1	80	IDR_1
F4JAF4	81	136	IDR_2
Q84RF4	1	80	IDR_1
Q84RF4	81	121	IDR_2
Q9LZH5	112	191	IDR_1
Q9LR55	1	56	IDR_1
Q5G1S8	1	80	IDR_1
Q5G1S8	81	112	IDR_2
Q9SE97	1000	1051	IDR_1
Q6DBQ2	240	280	IDR_1
Q9SUC3	1	51	IDR_1
Q9LIK0	1	80	IDR_1
B3H721	1	47	IDR_1
Q5XPK0	157	236	IDR_1
Q5XPK0	237	316	IDR_2
Q5XPK0	317	396	IDR_3
Q5XPK0	397	476	IDR_4
Q5XPK0	477	556	IDR_5
Q5XPK0	557	636	IDR_6
Q5XPK0	637	716	IDR_7
Q5XPK0	717	796	IDR_8
Q5XPK0	797	876	IDR_9
Q5XPK0	877	956	IDR_10
Q5XPK0	957	1036	IDR_11
Q5XPK0	1037	1116	IDR_12
Q5XPK0	1117	1196	IDR_13
Q5XPK0	1197	1276	IDR_14
Q5XPK0	1277	1356	IDR_15
Q5XPK0	1357	1436	IDR_16
Q5XPK0	1437	1516	IDR_17
Q5XPK0	1517	1596	IDR_18
Q5XPK0	1597	1676	IDR_19
Q5XPK0	1677	1756	IDR_20
Q5XPK0	1757	1836	IDR_21
Q5XPK0	1837	1916	IDR_22
Q5XPK0	1917	1996	IDR_23
Q5XPK0	1997	2028	IDR_24
F4JIJ1	1269	1335	IDR_1
Q9SV41	1	78	IDR_1
Q9SF40	1	80	IDR_1
Q9SF40	81	160	IDR_2
Q9SF40	161	200	IDR_3
Q940U2	1	71	IDR_1
Q9LML2	471	550	IDR_1
Q570U6	79	114	IDR_1
Q8VZI8	1	80	IDR_1
Q8VZI8	81	135	IDR_2
Q9FIL6	1	80	IDR_1
Q9FIL6	81	160	IDR_2
B8XCH5	151	230	IDR_1
B8XCH5	231	310	IDR_2
A0A1P8AVE4	1	37	IDR_1
Q9ZUU4	165	205	IDR_1
Q9LTX9	563	642	IDR_1
Q9LTX9	643	718	IDR_2
F4I3C6	98	177	IDR_1
Q9FNQ1	372	443	IDR_1
F4IBB2	1	52	IDR_1
Q9FMM3	589	668	IDR_1
Q9FMM3	669	748	IDR_2
Q9FMM3	749	828	IDR_3
Q9FMM3	829	908	IDR_4
Q9FMM3	909	988	IDR_5
Q9FMM3	989	1068	IDR_6
Q9FMM3	1069	1148	IDR_7
Q9FMM3	1149	1228	IDR_8
Q9FMM3	1229	1308	IDR_9
Q9FMM3	1309	1388	IDR_10
Q9FMM3	1389	1468	IDR_11
Q9FMM3	1469	1548	IDR_12
Q9LSX2	163	202	IDR_1
Q9LTT9	1091	1143	IDR_1
Q8RWR2	1	80	IDR_1
Q8RWR2	81	160	IDR_2
Q8RWR2	161	240	IDR_3
Q8RWR2	241	314	IDR_4
Q8L5Y2	1	80	IDR_1
Q8L5Y2	81	151	IDR_2
Q8RV79	1	36	IDR_1
Q6STH5	1	77	IDR_1
Q9SIF2	744	780	IDR_1
F4IUS3	1	80	IDR_1
F4IUS3	81	160	IDR_2
F4IUS3	161	240	IDR_3
F4IUS3	241	316	IDR_4
Q9LVQ8	1	56	IDR_1
Q9CAN9	154	233	IDR_1
Q1G3T6	1	72	IDR_1
Q84VG6	1	40	IDR_1
Q9LTD4	251	330	IDR_1
O22773	1	77	IDR_1
Q9LYI4	1	73	IDR_1
O04539	713	792	IDR_1
O04539	793	872	IDR_2
O04539	873	952	IDR_3
O04539	953	1004	IDR_4
Q9SSW0	95	174	IDR_1
Q56XP9	1	80	IDR_1
F4HYK7	70	125	IDR_1
Q9FFJ9	191	270	IDR_1
Q9FFJ8	295	373	IDR_1
Q38827	1	80	IDR_1
Q38827	81	160	IDR_2
Q38827	161	205	IDR_3
Q94AB7	1	80	IDR_1
Q94AB7	81	154	IDR_2
Q9LDY5	1	70	IDR_1
Q9C9R6	1	80	IDR_1
Q9C9R6	81	160	IDR_2
Q9C9R6	161	240	IDR_3
Q9C9R6	241	320	IDR_4
Q93VB4	226	305	IDR_1
Q9SSC6	265	305	IDR_1
F4K3T5	1	77	IDR_1
Q38805	1	77	IDR_1
Q9FGU5	1	80	IDR_1
Q9FGU5	81	135	IDR_2
Q5XVH0	125	185	IDR_1
Q3ECI4	1	53	IDR_1
Q9LIL5	1	69	IDR_1
A8MQY6	1	41	IDR_1
Q9M275	102	136	IDR_1
Q1PF34	272	308	IDR_1
Q940B0	143	187	IDR_1
Q9FI19	91	121	IDR_1
Q94F16	349	397	IDR_1
Q9LQB2	84	122	IDR_1
Q9FJW5	182	227	IDR_1
F4J389	125	172	IDR_1
Q94AZ5	1	37	IDR_1
O80834	1	80	IDR_1
O80834	81	160	IDR_2
B5X565	628	663	IDR_1
Q56WD3	1	32	IDR_1
B3H5S8	1	31	IDR_1
F4IQJ6	1	38	IDR_1
A0A1I9LQK5	411	490	IDR_1
A0A1I9LQK5	491	570	IDR_2
A0A1I9LQK5	571	603	IDR_3
Q1PF57	1	42	IDR_1
Q8L7T6	1	80	IDR_1
Q8L7T6	81	112	IDR_2
F4JJ52	388	467	IDR_1
F4JJ52	468	526	IDR_2
Q9SZD1	1	80	IDR_1
Q9SZD1	81	132	IDR_2
Q9SZ06	1	80	IDR_1
Q9SZ06	81	141	IDR_2
Q9CAI5	299	378	IDR_1
Q9CAI5	379	458	IDR_2
Q05196	432	511	IDR_1
Q05196	512	591	IDR_2
Q05196	592	671	IDR_3
Q7X9H9	1	37	IDR_1
P82266	937	1009	IDR_1
Q8VZM1	577	642	IDR_1
Q9SZ10	1	50	IDR_1
F4I131	427	506	IDR_1
Q8VY64	1	80	IDR_1
Q8VY64	81	160	IDR_2
Q8VY64	161	198	IDR_3
Q9M9M4	726	793	IDR_1
F4KBW5	1	80	IDR_1
F4KBW5	81	160	IDR_2
Q9FNB3	503	582	IDR_1
Q9FNQ6	1	80	IDR_1
Q9FNQ6	81	160	IDR_2
Q9FNQ6	161	240	IDR_3
Q9FNQ6	241	272	IDR_4
Q8S3W4	1	41	IDR_1
Q9FH94	96	175	IDR_1
Q8GWG6	73	135	IDR_1
P93299	1	80	IDR_1
Q9ZVW2	289	322	IDR_1
F4IPY7	1	80	IDR_1
F4IPY7	81	160	IDR_2
F4IPY7	161	240	IDR_3
F4IPY7	241	291	IDR_4
Q9FIB4	1	80	IDR_1
Q8LA32	1	80	IDR_1
Q8LA32	81	121	IDR_2
F4IUY8	968	1006	IDR_1
Q9SA65	326	405	IDR_1
Q9SA65	406	485	IDR_2
Q9SA65	486	565	IDR_3
Q9SA65	566	599	IDR_4
P0C2G4	1	33	IDR_1
Q9LVC1	1	54	IDR_1
Q6NM27	175	254	IDR_1
Q6NM27	255	290	IDR_2
F4JCU0	515	594	IDR_1
F4JCU0	595	674	IDR_2
F4JCU0	675	754	IDR_3
F4JCU0	755	834	IDR_4
F4JCU0	835	914	IDR_5
F4JCU0	915	994	IDR_6
Q9ZVP8	198	277	IDR_1
Q9ZVP8	278	357	IDR_2
Q9ZVP8	358	414	IDR_3
Q9FIM4	194	273	IDR_1
Q9FIM4	274	353	IDR_2
Q9FIM4	354	430	IDR_3
Q7XZU0	1337	1409	IDR_1
Q9CA30	111	190	IDR_1
Q9CA30	191	233	IDR_2
Q6NLF1	1	80	IDR_1
Q6NLF1	81	139	IDR_2
Q9SJ56	1	80	IDR_1
Q9SJ56	81	160	IDR_2
Q9SJ56	161	240	IDR_3
Q8LEG3	479	558	IDR_1
Q9ZPV4	1	80	IDR_1
Q9ZPV4	81	124	IDR_2
Q9FNE5	1	67	IDR_1
F4K5T4	1	80	IDR_1
Q84M91	65	144	IDR_1
Q84M91	145	224	IDR_2
Q84M91	225	304	IDR_3
Q84M91	305	384	IDR_4
Q84M91	385	444	IDR_5
O65628	1	50	IDR_1
Q8LPS1	1	35	IDR_1
F4IL68	1	80	IDR_1
Q9FJR9	1	70	IDR_1
Q8RWD0	60	139	IDR_1
Q8RWD0	140	219	IDR_2
Q8RWD0	220	299	IDR_3
Q8RWD0	300	379	IDR_4
Q8RWD0	380	417	IDR_5
Q9S7H1	1	73	IDR_1
Q8GYA5	1	80	IDR_1
Q42400	1	38	IDR_1
Q8H0T9	303	382	IDR_1
Q8H0T9	383	462	IDR_2
Q8H0T9	463	542	IDR_3
Q8H0T9	543	622	IDR_4
Q8H0T9	623	667	IDR_5
O04350	83	113	IDR_1
Q9SZW6	343	401	IDR_1
Q8VZ74	1	80	IDR_1
Q8VZ74	81	125	IDR_2
Q5HZ00	1	80	IDR_1
Q9SMP6	1	80	IDR_1
Q9SMP6	81	110	IDR_2
Q8GUJ5	1	80	IDR_1
Q8GUJ5	81	160	IDR_2
Q8GUJ5	161	240	IDR_3
Q8GUJ5	241	320	IDR_4
Q8GUJ5	321	381	IDR_5
Q9ZV43	1	80	IDR_1
Q9ZV43	81	160	IDR_2
Q9ZV43	161	240	IDR_3
Q9ZV43	241	320	IDR_4
Q9ZV43	321	374	IDR_5
Q9SR96	415	494	IDR_1
B3H4P0	121	200	IDR_1
Q5XVK1	152	231	IDR_1
Q5XVK1	232	272	IDR_2
Q9SZZ4	177	255	IDR_1
F4IBM1	1	32	IDR_1
Q9ZQ80	132	187	IDR_1
Q9SN77	86	138	IDR_1
Q9SYA9	1	80	IDR_1
Q9SYA9	81	154	IDR_2
Q9LJH8	1	53	IDR_1
F4J2C8	601	656	IDR_1
Q9SZE2	1	49	IDR_1
F4J7T6	821	884	IDR_1
P15458	1	80	IDR_1
Q9ZTX9	151	188	IDR_1
P0DKC0	1	67	IDR_1
O65567	1	80	IDR_1
O65567	81	111	IDR_2
Q9SB89	1	80	IDR_1
Q9SB89	81	151	IDR_2
Q8RWW7	305	337	IDR_1
Q9SR04	1	45	IDR_1
Q94JW9	1	80	IDR_1
Q8GYE0	362	398	IDR_1
Q9M8Y0	1	38	IDR_1
Q8L8M9	1	80	IDR_1
Q8L8M9	81	160	IDR_2
Q8L8M9	161	240	IDR_3
Q6LA43	1	44	IDR_1
Q9C6S8	1	80	IDR_1
Q9C6S8	81	160	IDR_2
Q9C6S8	161	240	IDR_3
Q9C6S8	241	320	IDR_4
Q9C6S8	321	371	IDR_5
Q39183	545	586	IDR_1
Q9SE83	810	889	IDR_1
B5X565	1	80	IDR_1
B5X565	81	149	IDR_2
Q9C8B5	84	163	IDR_1
A0A1P8B786	207	256	IDR_1
Q9SCS7	146	213	IDR_1
F4I9V7	702	781	IDR_1
Q9SD86	1	80	IDR_1
Q9SD86	81	160	IDR_2
Q9SD86	161	240	IDR_3
Q9SD86	241	320	IDR_4
Q9SD86	321	400	IDR_5
Q9SD86	401	480	IDR_6
Q9SD86	481	560	IDR_7
Q9SD86	561	640	IDR_8
Q9SD86	641	720	IDR_9
Q9SD86	721	800	IDR_10
Q9SD86	801	880	IDR_11
Q9SD86	881	960	IDR_12
Q9SD86	961	1040	IDR_13
Q9SD86	1041	1120	IDR_14
Q9SD86	1121	1200	IDR_15
Q9SD86	1201	1280	IDR_16
F4HNZ9	955	1005	IDR_1
F4INK3	533	612	IDR_1
F4INK3	613	692	IDR_2
F4INK3	693	757	IDR_3
Q8LC41	1	68	IDR_1
F4JN00	1	40	IDR_1
Q9SUB2	1	80	IDR_1
Q9SUB2	81	160	IDR_2
Q9SUB2	161	240	IDR_3
Q9FR53	820	858	IDR_1
Q9LIJ8	1	80	IDR_1
Q9LIJ8	81	134	IDR_2
Q9LSW9	217	296	IDR_1
Q9LSW9	297	375	IDR_2
Q9C7X2	1	80	IDR_1
Q9C7X2	81	160	IDR_2
Q9C7X2	161	240	IDR_3
Q9C7X2	241	320	IDR_4
Q9C7X2	321	400	IDR_5
Q1PFQ9	1	52	IDR_1
Q1PF17	190	225	IDR_1
F4JB65	1	80	IDR_1
P0DKG2	1	49	IDR_1
Q0V869	1	43	IDR_1
Q9LSU8	135	179	IDR_1
A0A1P8BBX7	116	151	IDR_1
F4K6F1	1	80	IDR_1
F4K6F1	81	118	IDR_2
A0A1I9LSN5	137	202	IDR_1
Q9FMZ3	209	288	IDR_1
Q9FMZ3	289	368	IDR_2
Q9FMZ3	369	448	IDR_3
Q9FMZ3	449	528	IDR_4
Q9FMZ3	529	608	IDR_5
Q9FMZ3	609	641	IDR_6
O23126	187	219	IDR_1
Q9M1G9	1	80	IDR_1
Q9M1G9	81	160	IDR_2
Q9M1G9	161	240	IDR_3
Q9M1G9	241	320	IDR_4
Q9M1G9	321	400	IDR_5
Q9M1G9	401	480	IDR_6
Q9M1G9	481	560	IDR_7
Q9M1G9	561	640	IDR_8
Q9M1G9	641	720	IDR_9
Q9ZVT5	200	243	IDR_1
E0X9N4	55	134	IDR_1
F4JTF6	1	71	IDR_1
F4K682	1	80	IDR_1
Q8GYE4	119	198	IDR_1
Q8GYE4	199	278	IDR_2
Q8GYE4	279	340	IDR_3
Q9LHS1	1	80	IDR_1
Q9LHS1	81	160	IDR_2
Q9LHS1	161	240	IDR_3
Q9LHS1	241	320	IDR_4
Q9C5S2	286	365	IDR_1
F4KIN2	1	80	IDR_1
F4KIN2	81	160	IDR_2
F4HTV1	411	490	IDR_1
F4HTV1	491	569	IDR_2
Q9FI56	897	929	IDR_1
Q9LK64	865	930	IDR_1
O22285	1	80	IDR_1
O22285	81	160	IDR_2
Q9SVY0	148	227	IDR_1
Q9SVY0	228	300	IDR_2
Q8GZ17	1	45	IDR_1
Q9SYB0	1	44	IDR_1
Q9SLG9	1	56	IDR_1
Q66GR0	198	264	IDR_1
Q9T041	1	33	IDR_1
Q8W0Y9	1	37	IDR_1
O49196	1	80	IDR_1
B5BT18	366	445	IDR_1
Q9SGG3	1193	1228	IDR_1
P93024	392	471	IDR_1
P93024	472	551	IDR_2
P93024	552	631	IDR_3
P93024	632	711	IDR_4
P93024	712	791	IDR_5
Q9SSE9	1	80	IDR_1
Q9SSE9	81	143	IDR_2
Q9XI47	74	121	IDR_1
Q9LNJ3	1	80	IDR_1
Q9LNJ3	81	134	IDR_2
Q9STY2	133	212	IDR_1
Q9FGQ9	1	80	IDR_1
Q9FRH4	166	245	IDR_1
Q9STW6	1	67	IDR_1
Q8W4N3	334	413	IDR_1
Q8W4N3	414	493	IDR_2
Q8W4N3	494	573	IDR_3
Q8W4N3	574	653	IDR_4
Q8W4N3	654	733	IDR_5
Q8W4N3	734	813	IDR_6
Q9M1H8	1	36	IDR_1
Q8VZM2	145	224	IDR_1
Q8VZM2	225	304	IDR_2
Q8VZM2	305	384	IDR_3
Q8VZM2	385	464	IDR_4
Q8VZM2	465	544	IDR_5
Q8VZM2	545	624	IDR_6
Q8VZM2	625	704	IDR_7
Q8VZM2	705	784	IDR_8
Q8VZM2	785	864	IDR_9
Q8VZM2	865	944	IDR_10
Q8VZM2	945	1000	IDR_11
Q9LQQ2	259	322	IDR_1
Q9SB75	586	634	IDR_1
Q9SGJ0	142	221	IDR_1
Q9SGJ0	222	301	IDR_2
Q9SGJ0	302	381	IDR_3
F4HPZ9	517	596	IDR_1
F4HPZ9	597	639	IDR_2
Q9FK45	283	320	IDR_1
Q9FRH9	137	216	IDR_1
Q9FRH9	217	272	IDR_2
O22456	181	251	IDR_1
Q93ZS9	311	390	IDR_1
Q93ZS9	391	470	IDR_2
Q93ZS9	471	550	IDR_3
Q93ZS9	551	580	IDR_4
Q8VWV6	247	326	IDR_1
Q8VWV6	327	406	IDR_2
Q8VWV6	407	480	IDR_3
Q4VP08	1	47	IDR_1
Q9SRV1	384	463	IDR_1
Q9SX80	1	80	IDR_1
Q9LXZ7	1	80	IDR_1
Q9LXZ7	81	160	IDR_2
Q9SR10	1	80	IDR_1
Q9SR10	81	159	IDR_2
Q9FKQ3	1	41	IDR_1
Q0WNJ6	1648	1705	IDR_1
Q6DYC8	138	191	IDR_1
F4IL57	184	263	IDR_1
F4IL57	264	319	IDR_2
O82230	1	72	IDR_1
Q9SNB6	308	387	IDR_1
Q6S7B0	620	669	IDR_1
A0A1P8B5I4	1	80	IDR_1
Q9LRY7	1	80	IDR_1
Q9LRY7	81	160	IDR_2
Q9LRY7	161	240	IDR_3
Q9LRY7	241	320	IDR_4
Q9LRY7	321	400	IDR_5
Q9LRY7	401	480	IDR_6
Q9LRY7	481	560	IDR_7
Q9LRY7	561	640	IDR_8
Q9LRY7	641	720	IDR_9
Q9LRY7	721	800	IDR_10
Q9C892	1	67	IDR_1
F4KH13	230	261	IDR_1
Q3E914	168	247	IDR_1
F4KHG9	1	80	IDR_1
F4KHG9	81	128	IDR_2
Q9SXA9	72	151	IDR_1
Q9SZW3	1	80	IDR_1
Q9SZW3	81	160	IDR_2
Q9SZW3	161	240	IDR_3
Q9SZW3	241	320	IDR_4
Q9SZW3	321	395	IDR_5
Q58FT9	1	70	IDR_1
F4KHN5	1	38	IDR_1
Q9M1I1	53	127	IDR_1
Q9XFM0	1	59	IDR_1
Q1JPL5	1	80	IDR_1
Q1JPL5	81	160	IDR_2
Q1JPL5	161	232	IDR_3
P0DI04	1	32	IDR_1
Q9LK70	1	46	IDR_1
F4J6F6	1	80	IDR_1
F4J6F6	81	160	IDR_2
F4J6F6	161	240	IDR_3
F4J6F6	241	305	IDR_4
Q8VY17	1	80	IDR_1
Q8VY17	81	160	IDR_2
F4JLL4	1	43	IDR_1
B3H6B4	1	67	IDR_1
F4IN58	1384	1463	IDR_1
F4IN58	1464	1543	IDR_2
F4IN58	1544	1590	IDR_3
Q8RWU4	147	226	IDR_1
A8MQS5	1	80	IDR_1
Q9SRI3	283	319	IDR_1
O48828	1	58	IDR_1
O48772	156	235	IDR_1
F4HU79	200	246	IDR_1
Q9LTE9	176	238	IDR_1
Q8L7W8	1	40	IDR_1
F4HYL8	1	80	IDR_1
F4HYL8	81	160	IDR_2
F4HYL8	161	240	IDR_3
F4HYL8	241	320	IDR_4
F4HYL8	321	400	IDR_5
F4HYL8	401	480	IDR_6
F4HYL8	481	560	IDR_7
Q8W5R5	503	582	IDR_1
P92985	158	219	IDR_1
Q6NMI3	478	520	IDR_1
Q9M2X8	276	355	IDR_1
Q9M2X8	356	428	IDR_2
Q52K81	169	215	IDR_1
F4JRX3	1	80	IDR_1
F4JRX3	81	160	IDR_2
F4JRX3	161	240	IDR_3
F4JRX3	241	320	IDR_4
F4JRX3	321	400	IDR_5
F4JRX3	401	472	IDR_6
Q5Q0E6	438	473	IDR_1
Q9ZUI7	220	299	IDR_1
Q9ZUI7	300	379	IDR_2
F4I9A2	1	80	IDR_1
O82344	335	414	IDR_1
O82344	415	468	IDR_2
Q9FKB6	488	567	IDR_1
Q9FKB6	568	614	IDR_2
Q8W1E4	1	80	IDR_1
A0A1P8B1A2	1	67	IDR_1
Q94C95	272	351	IDR_1
Q94C95	352	419	IDR_2
Q93WK6	1	80	IDR_1
Q93WK6	81	117	IDR_2
B3H683	117	153	IDR_1
Q9LW19	239	318	IDR_1
Q9LW19	319	398	IDR_2
Q9LW19	399	478	IDR_3
Q9LW19	479	558	IDR_4
Q9LW19	559	621	IDR_5
F4JUA4	302	381	IDR_1
F4JUA4	382	423	IDR_2
A0A1P8BCM5	229	281	IDR_1
Q9ZV25	306	348	IDR_1
O65238	828	872	IDR_1
Q9FHZ8	1	48	IDR_1
A0JPZ8	1	56	IDR_1
Q9SS31	1	61	IDR_1
Q9ZUP3	226	305	IDR_1
Q9ZUP3	306	379	IDR_2
Q8LF36	1	77	IDR_1
Q9SKU2	1	35	IDR_1
Q5PNZ1	323	402	IDR_1
Q9SFD8	1	60	IDR_1
Q9SX99	1	42	IDR_1
Q9LFB6	204	267	IDR_1
F4K727	1	68	IDR_1
Q9LU92	151	230	IDR_1
Q9SQZ1	82	140	IDR_1
O49711	1	80	IDR_1
O49711	81	132	IDR_2
Q8VYW1	1	36	IDR_1
Q8VYV0	552	599	IDR_1
Q9LF17	143	222	IDR_1
F4IN69	767	798	IDR_1
Q9SYQ0	158	237	IDR_1
Q9SYQ0	238	317	IDR_2
Q9SYQ0	318	360	IDR_3
Q3EC43	1	80	IDR_1
Q9LU64	1	53	IDR_1
F4HSS6	115	194	IDR_1
F4HSS6	195	274	IDR_2
F4HSS6	275	315	IDR_3
O80963	450	494	IDR_1
O22939	1	41	IDR_1
Q9LRW3	86	143	IDR_1
Q9STU5	173	235	IDR_1
O80593	1	32	IDR_1
Q9SHZ5	1	80	IDR_1
Q9FWA6	1	42	IDR_1
Q9MAI8	1	80	IDR_1
Q9MAI8	81	160	IDR_2
Q9MAI8	161	240	IDR_3
Q9MAI8	241	300	IDR_4
Q0WQM3	158	237	IDR_1
Q0WQM3	238	317	IDR_2
Q0WQM3	318	397	IDR_3
Q0WQM3	398	477	IDR_4
Q0WQM3	478	557	IDR_5
Q0WQM3	558	637	IDR_6
O64700	1	62	IDR_1
Q9S7D2	1	60	IDR_1
Q8W1E8	1	36	IDR_1
Q58G01	166	245	IDR_1
Q58G01	246	325	IDR_2
Q58G01	326	405	IDR_3
Q58G01	406	485	IDR_4
Q58G01	486	558	IDR_5
Q9C6R4	1	80	IDR_1
Q8RWU6	464	535	IDR_1
Q9LM92	93	131	IDR_1
Q9ZQ33	1	80	IDR_1
Q9ZQ33	81	120	IDR_2
P30181	1	80	IDR_1
P30181	81	160	IDR_2
P30181	161	240	IDR_3
P30181	241	320	IDR_4
P30181	321	372	IDR_5
Q9LVU8	223	256	IDR_1
O65439	1	55	IDR_1
Q6BDA0	778	857	IDR_1
Q6BDA0	858	937	IDR_2
Q6BDA0	938	1017	IDR_3
Q6BDA0	1018	1097	IDR_4
Q6BDA0	1098	1177	IDR_5
Q6BDA0	1178	1228	IDR_6
Q9SY37	1	80	IDR_1
Q9SY37	81	119	IDR_2
F4JQ75	563	642	IDR_1
A0A178UDM7	108	171	IDR_1
Q5BPR7	72	105	IDR_1
Q9LPC8	370	434	IDR_1
Q6NMR8	1	80	IDR_1
Q6NMR8	81	160	IDR_2
Q6NMR8	161	240	IDR_3
Q6NMR8	241	288	IDR_4
Q9SJ22	658	725	IDR_1
Q9SJN7	1	40	IDR_1
Q9FJJ1	212	291	IDR_1
Q9FJJ1	292	371	IDR_2
Q9FJJ1	372	451	IDR_3
Q9FJJ1	452	487	IDR_4
F4I8F9	1	80	IDR_1
Q9C933	1	80	IDR_1
Q9C933	81	121	IDR_2
Q8LBL1	1	66	IDR_1
Q9LJP4	1	39	IDR_1
Q6NPS5	1	80	IDR_1
Q6NPS5	81	137	IDR_2
Q9SZD2	1	80	IDR_1
Q9SZD2	81	158	IDR_2
Q93Z04	1	79	IDR_1
Q9LET3	210	255	IDR_1
Q9FGP9	1	80	IDR_1
Q9FGP9	81	151	IDR_2
Q9SD40	1	80	IDR_1
Q9SD40	81	144	IDR_2
Q6NLQ6	1	37	IDR_1
Q8L3P4	338	417	IDR_1
Q8L3P4	418	497	IDR_2
Q8L3P4	498	577	IDR_3
Q8L3P4	578	654	IDR_4
Q8RWG0	968	1007	IDR_1
Q8LBB5	1	57	IDR_1
Q8RX56	85	164	IDR_1
Q8RX56	165	244	IDR_2
O81037	1	80	IDR_1
